customer_id,disbursed_amount,interest,market,employment,time_employed,householder,income,date_issued,target,loan_purpose,number_open_accounts,date_last_payment
1815,9177.0,10.2207,1,8,0,1,53360.0,2015-11-07,0,0,14.0,2016-01-07
1816,24000.0,6.574,2,1,1,2,80910.0,2015-04-27,0,0,14.0,2016-01-21
1817,32200.0,22.097,3,2,1,2,86480.94,2012-05-07,0,3,15.0,2016-01-11
1818,17832.75,15.4287,4,3,0,0,74000.0,2015-12-10,0,0,16.0,2016-01-04
1819,4752.0,5.6079,2,9,0,0,50596.32,2011-12-14,0,2,12.0,2015-01-04
1820,10000.0,18.816,4,8,0,0,40590.0,2013-11-22,0,0,13.0,2015-12-20
1821,3360.0,17.3844,4,8,1,2,53000.0,2013-08-04,0,2,14.0,2014-01-09
1822,10920.0,20.2308,3,4,1,0,34580.0,2015-10-25,0,0,14.0,2016-01-04
1823,31248.0,14.9856,0,2,0,2,83125.0,2014-04-15,0,0,15.0,2015-08-05
1824,15717.0,18.6459,3,10,0,0,44180.0,2015-03-08,0,0,11.0,2015-04-04
1825,4704.0,11.8209,0,9,1,0,29760.0,2014-06-12,0,0,11.0,2016-01-06
1826,22800.0,21.8025,3,9,1,0,69120.0,2013-05-11,0,0,16.0,2014-05-27
1827,1920.0,9.541,1,7,1,2,126100.0,2014-06-25,0,0,14.0,2016-01-03
1828,14720.0,14.0553,0,10,0,1,59800.0,2014-07-09,0,0,12.0,2015-12-22
1829,9642.5,10.5336,1,6,0,2,65100.0,2013-07-12,0,0,11.0,2013-11-14
1830,18522.0,14.5403,0,3,1,2,40320.0,2014-10-15,0,0,19.0,2015-12-18
1831,8608.75,11.0286,1,5,1,0,71676.8,2012-07-12,0,2,6.0,2015-07-17
1832,10625.0,11.7564,1,5,1,2,30070.0,2012-11-20,0,0,8.0,2015-06-12
1833,13612.5,16.1616,4,6,0,0,100000.0,2013-10-25,0,3,8.0,2016-01-18
1834,11682.0,11.4366,1,7,1,1,39480.0,2014-08-08,0,0,14.0,2016-01-04
1835,4900.0,17.2809,3,9,1,0,76800.0,2015-12-15,0,0,14.0,2016-01-05
1836,9800.0,11.9508,1,5,1,2,41580.0,2014-04-17,0,0,10.0,2016-01-08
1837,17290.0,15.698,3,10,1,0,48685.0,2009-10-16,0,0,13.0,2010-10-24
1838,3619.0,17.6607,3,10,1,2,64350.0,2015-12-05,0,0,10.0,2016-01-01
1839,11040.0,11.7502,1,4,1,0,62700.0,2014-12-04,0,0,5.0,2016-01-26
1840,13793.5,19.19,4,8,1,2,68160.0,2013-11-03,0,0,7.0,2015-12-23
1841,3528.0,11.9904,1,1,1,1,39105.0,2014-09-05,0,0,8.0,2016-01-13
1842,14400.0,12.8535,1,0,0,0,77600.0,2014-01-09,0,0,17.0,2015-10-22
1843,5000.0,13.7376,0,9,1,0,22080.0,2015-01-13,0,0,9.0,2016-01-26
1844,10400.0,20.2308,3,6,0,1,25480.0,2015-10-23,0,0,7.0,2016-01-23
1845,35000.0,16.55,4,0,1,0,91000.0,2015-12-23,0,0,20.0,2016-01-11
1846,5820.0,17.145599999999998,4,7,1,0,44550.0,2014-09-13,0,1,8.0,2015-11-16
1847,14700.0,9.3216,1,10,1,0,58800.0,2013-07-13,0,0,11.0,2016-01-07
1848,13968.0,15.0038,0,9,0,1,63700.0,2013-03-24,0,0,12.0,2016-01-21
1849,2970.0,10.8801,1,2,1,2,22770.0,2015-04-05,0,0,12.0,2016-01-06
1850,7600.0,12.103,1,1,0,0,35880.0,2013-09-08,0,0,11.0,2016-01-21
1851,14700.0,7.9,2,3,0,2,77900.0,2013-03-03,0,0,16.0,2015-04-02
1852,10000.0,7.5438,2,0,1,0,69000.0,2014-04-20,0,0,22.0,2015-04-25
1853,7440.0,12.2402,1,9,1,2,68620.0,2014-03-17,0,0,13.0,2016-01-24
1854,5700.0,14.9856,0,8,1,0,39480.0,2013-10-02,0,0,8.0,2016-01-10
1855,7053.75,18.179,3,9,1,1,19740.0,2015-10-15,0,0,5.0,2016-01-04
1856,34650.0,12.0442,0,8,0,0,87860.0,2015-09-06,0,0,26.0,2016-01-23
1857,15000.0,11.9301,1,0,0,2,117600.0,2012-07-22,0,3,15.0,2015-07-04
1858,14105.0,13.3315,0,6,1,0,39200.0,2015-10-25,0,0,18.0,2016-01-04
1859,3000.0,18.0975,4,2,0,0,34300.0,2013-04-22,0,0,11.0,2015-04-16
1860,4600.0,12.3093,0,10,1,2,48000.0,2015-06-09,0,2,17.0,2016-01-07
1861,9800.0,9.67,1,5,0,0,77080.0,2014-05-25,0,0,9.0,2016-01-26
1862,16750.0,7.426,2,4,0,1,101835.0,2012-12-27,0,0,19.0,2015-12-13
1863,12000.0,11.2994,1,7,1,2,32010.0,2015-02-07,0,0,6.0,2015-06-02
1864,12090.0,6.0357,2,9,1,2,97650.0,2015-01-17,0,0,14.0,2015-08-21
1865,15840.0,17.145599999999998,4,9,1,2,42570.0,2015-03-03,0,0,9.0,2016-01-25
1866,7695.0,11.1839,0,9,1,2,50220.0,2015-10-26,0,0,8.0,2016-01-05
1867,2730.0,15.9887,4,0,1,0,53900.0,2014-04-14,0,1,12.0,2016-01-25
1868,4158.0,12.6635,0,0,0,0,38000.0,2015-10-17,0,6,18.0,2015-12-17
1869,27440.0,13.1506,0,0,0,2,73320.0,2015-03-23,0,0,12.0,2016-01-14
1870,5812.5,6.934200000000001,2,5,0,0,96600.0,2012-10-20,0,2,9.0,2012-11-23
1871,34300.0,15.2607,4,9,1,2,126040.0,2012-02-11,0,0,18.0,2012-04-10
1872,29700.0,10.1108,1,9,1,2,69750.0,2015-06-01,0,0,32.0,2016-01-04
1873,3250.0,17.77,4,3,0,2,23750.0,2012-09-26,0,0,7.0,2015-09-13
1874,14700.0,7.1148,2,9,1,2,92208.0,2015-09-09,0,1,14.0,2015-12-04
1875,7176.0,17.2515,3,8,0,0,25740.0,2015-06-15,0,0,11.0,2016-01-19
1876,7920.0,11.7984,0,2,0,1,26676.0,2015-02-01,0,0,7.0,2015-12-15
1877,14100.0,10.5504,1,0,1,2,58203.6,2015-10-16,0,0,14.0,2015-12-14
1878,6580.0,7.944299999999999,2,1,1,1,22560.0,2015-01-13,0,0,8.0,2016-01-26
1879,17575.0,11.2716,1,10,0,2,83551.2216,2012-09-06,0,0,10.0,2015-09-25
1880,26600.0,17.86,4,1,0,2,69580.0,2015-07-16,0,0,27.0,2016-01-08
1881,28800.0,7.347,2,5,1,1,174600.0,2014-04-20,0,0,13.0,2016-01-08
1882,19600.0,5.32,2,9,1,2,58200.0,2015-11-02,0,2,12.0,2016-01-25
1883,10283.75,17.52,3,1,1,0,77280.0,2015-11-03,0,2,8.0,2016-01-12
1884,19800.0,11.1245,1,0,1,2,102830.0,2012-01-26,0,0,11.0,2013-04-11
1885,4900.0,13.1859,0,5,1,0,86480.0,2014-07-14,1,3,6.0,2014-10-10
1886,9077.25,18.9344,3,4,0,0,23000.0,2014-10-13,0,0,18.0,2015-04-09
1887,24500.0,8.3061,2,2,0,2,112700.0,2014-09-03,0,0,17.0,2016-01-01
1888,28800.0,19.52,3,4,1,0,82000.0,2014-07-01,0,0,10.0,2016-01-13
1889,24250.0,7.189,2,3,1,2,62720.0,2014-04-27,0,0,9.0,2016-01-27
1890,5460.0,8.5281,1,9,1,1,41216.0,2015-10-12,0,0,11.0,2015-12-27
1891,12804.0,7.4955,2,7,0,2,77600.0,2015-03-13,0,1,6.0,2016-01-22
1892,26093.0,26.2176,3,9,1,2,69384.0,2015-12-14,0,0,9.0,2016-01-07
1893,4800.0,10.3851,1,7,0,0,46500.0,2014-12-10,0,0,11.0,2016-01-12
1894,33950.0,9.3906,1,2,1,2,113680.0,2015-05-23,0,0,12.0,2016-01-12
1895,11400.0,12.8535,1,4,0,0,27300.0,2014-01-13,0,0,7.0,2015-04-05
1896,9200.0,10.6076,1,1,1,2,48000.0,2015-05-19,0,0,17.0,2015-12-08
1897,5719.5,6.7816,2,5,0,1,24960.0,2015-02-04,0,0,4.0,2015-12-24
1898,5700.0,15.31,0,3,0,2,36750.0,2013-05-19,0,3,9.0,2014-02-07
1899,26040.0,10.6603,1,5,1,2,90675.0,2015-07-15,0,0,17.0,2016-01-02
1900,3276.0,16.926,3,3,0,0,24500.0,2015-12-25,0,2,12.0,2016-01-09
1901,20580.0,11.14,1,9,1,1,154000.0,2012-09-27,0,2,15.0,2013-09-17
1902,11880.0,12.1671,0,1,1,2,36480.0,2015-03-02,0,0,8.0,2016-01-18
1903,12610.0,7.742,2,2,0,0,29100.0,2012-03-24,0,2,10.0,2015-03-11
1904,8000.0,7.1628,2,4,1,0,36800.0,2013-11-09,0,0,7.0,2016-01-01
1905,9300.0,8.455,2,9,1,2,61440.0,2013-11-12,0,0,14.0,2014-11-21
1906,19400.0,12.8856,0,1,0,2,68250.0,2014-03-27,0,0,14.0,2015-12-26
1907,9500.0,12.5631,0,2,1,2,35805.0,2015-10-11,0,0,9.0,2016-01-13
1908,14700.0,11.568,0,9,1,0,107861.4,2015-11-23,0,0,9.0,2015-12-18
1909,7498.0,13.7568,0,1,0,2,45590.0,2015-11-17,0,3,12.0,2015-12-05
1910,12875.0,15.0059,4,8,1,2,36480.0,2015-01-27,0,2,9.0,2015-12-09
1911,5300.0,7.6533,2,5,0,0,48174.0,2015-10-19,0,0,7.0,2015-12-22
1912,11160.0,12.5672,0,3,0,2,55200.0,2014-12-12,0,0,13.0,2015-09-13
1913,12350.0,9.67,1,3,1,1,115200.0,2014-03-10,0,2,7.0,2016-01-10
1914,7896.0,17.510399999999997,4,9,1,1,88200.0,2014-09-06,0,0,16.0,2015-12-02
1915,7350.0,13.7655,0,4,0,0,36480.0,2014-06-16,0,0,10.0,2014-09-11
1916,30080.0,11.3905,1,7,1,1,376000.0,2013-10-16,0,0,12.0,2016-01-04
1917,14100.0,8.811,2,2,1,2,94000.0,2014-01-14,0,0,12.0,2016-01-23
1918,9600.0,10.1108,1,1,0,1,37600.0,2015-05-27,0,0,12.0,2015-12-18
1919,19600.0,11.4297,0,8,1,1,55200.0,2015-04-04,0,0,12.0,2016-01-13
1920,4982.0,8.811,2,0,0,0,37620.0,2013-11-15,0,0,16.0,2016-01-17
1921,6860.0,11.3928,1,0,1,2,165500.0,2013-06-19,0,0,29.0,2016-01-18
1922,14850.0,17.430899999999998,4,8,0,2,209000.0,2015-12-17,0,4,16.0,2015-12-26
1923,12544.0,13.9321,0,9,0,2,70070.0,2012-10-17,0,0,12.0,2015-09-07
1924,1833.0,17.0108,4,9,1,0,19827.72,2012-08-07,0,0,4.0,2014-08-07
1925,34300.0,16.7972,4,0,1,1,139500.0,2014-11-12,0,3,11.0,2015-03-18
1926,22800.0,8.7115,1,9,0,0,100000.0,2015-10-25,0,0,9.0,2016-01-10
1927,31786.0,13.6206,0,2,1,1,66960.0,2014-10-19,0,0,20.0,2016-01-23
1928,8064.0,10.1108,1,1,0,0,53460.0,2014-08-20,0,0,11.0,2015-12-24
1929,29484.0,16.3251,4,0,0,2,121260.0,2014-11-02,0,3,20.0,2016-01-23
1930,32550.0,12.5302,0,6,1,2,218250.0,2015-08-05,0,0,12.0,2016-01-05
1931,15000.0,13.0634,0,2,1,2,56003.45,2015-07-26,0,0,6.0,2016-01-24
1932,7644.0,11.2706,1,7,1,2,94050.0,2015-01-19,0,0,9.0,2016-01-05
1933,22080.0,12.1671,0,10,1,0,58880.0,2015-03-03,0,0,15.0,2015-12-13
1934,5050.0,18.3908,3,9,0,0,12369.0,2015-10-11,0,0,7.0,2016-01-13
1935,33950.0,14.8295,4,2,1,0,91140.0,2015-10-23,0,2,18.0,2016-01-10
1936,35000.0,14.694,0,8,0,2,218400.0,2013-05-06,0,0,18.0,2016-01-13
1937,9300.0,12.0183,0,0,0,0,49400.0,2015-01-21,0,0,24.0,2015-12-02
1938,4251.25,12.7167,1,9,0,2,40320.0,2013-06-23,0,0,5.0,2015-07-15
1939,35000.0,24.7401,3,7,1,2,125000.0,2014-08-18,0,0,17.0,2016-01-05
1940,9828.0,13.35,0,9,0,2,42780.0,2014-10-03,0,0,17.0,2016-01-05
1941,7920.0,6.2699,2,1,0,2,28800.0,2015-10-16,0,0,6.0,2016-01-20
1942,4900.0,5.7521,2,9,1,2,89240.0,2015-04-23,0,0,16.0,2016-01-24
1943,8700.0,7.634900000000001,2,0,1,0,31360.0,2014-10-24,0,0,6.0,2016-01-25
1944,14850.0,11.6529,0,1,0,2,59150.0,2009-05-02,0,2,15.0,2011-04-19
1945,34650.0,22.6499,3,8,0,0,122500.0,2013-08-22,0,0,28.0,2016-01-09
1946,20776.0,22.477,3,2,0,2,69000.0,2013-04-08,0,2,10.0,2015-06-10
1947,9900.0,14.1867,0,7,0,1,80014.33,2013-08-02,0,0,7.0,2015-12-23
1948,1880.0,8.5281,1,4,1,0,69840.0,2014-10-09,0,0,17.0,2015-12-17
1949,24000.0,10.8801,1,8,1,0,69750.0,2015-07-21,0,0,11.0,2016-01-08
1950,11880.0,5.107200000000001,2,2,1,2,144000.0,2015-12-22,0,0,11.0,2016-01-19
1951,11221.0,18.179,3,9,1,0,48500.0,2015-08-27,0,0,10.0,2016-01-19
1952,2232.0,12.2636,0,8,1,1,30000.0,2015-03-25,0,0,11.0,2016-01-25
1953,7440.0,11.8209,0,8,0,2,80750.0,2014-11-14,0,0,9.0,2016-01-02
1954,8000.0,9.7478,1,9,0,0,58200.0,2011-02-02,0,0,6.0,2014-02-23
1955,9200.0,6.4876000000000005,2,1,1,2,36528.0,2012-05-21,0,2,8.0,2015-05-17
1956,9800.0,6.289,2,0,1,2,43700.0,2014-02-22,0,0,13.0,2016-01-04
1957,11760.0,13.5333,1,4,0,2,74400.0,2013-12-17,0,0,13.0,2014-08-23
1958,7644.0,5.5476,2,3,1,2,64990.0,2014-10-21,0,0,8.0,2015-12-03
1959,24750.0,18.3908,3,0,0,2,86480.0,2015-11-17,0,0,10.0,2016-01-10
1960,15000.0,15.642,0,1,0,0,77000.0,2013-02-27,0,0,13.0,2016-01-08
1961,19000.0,17.3943,4,0,1,2,48000.0,2014-10-18,0,3,9.0,2016-01-17
1962,4365.0,13.8501,0,9,1,2,19844.352,2015-06-24,0,0,19.0,2016-01-03
1963,9700.0,17.0429,4,4,1,2,95040.0,2015-11-01,0,0,15.0,2016-01-06
1964,4900.0,9.2365,1,8,1,0,58200.0,2014-08-04,0,0,7.0,2015-10-16
1965,7680.0,11.7273,0,9,0,0,72800.0,2011-01-20,0,0,13.0,2014-01-19
1966,19320.0,19.05,4,2,1,0,47840.0,2013-06-01,0,0,11.0,2016-01-15
1967,22750.0,13.9407,0,9,1,2,131950.0,2014-11-26,0,1,10.0,2015-12-04
1968,11640.0,8.7997,1,3,0,0,54450.0,2013-12-26,0,0,12.0,2015-12-02
1969,7505.0,14.65,0,5,0,0,16740.0,2015-08-10,0,0,7.0,2016-01-09
1970,9058.5,15.41,4,2,1,1,147000.0,2015-11-09,0,0,9.0,2015-12-23
1971,9800.0,6.4308000000000005,2,3,1,2,82450.0,2015-01-12,0,3,14.0,2015-12-22
1972,27648.0,8.2365,1,6,1,2,128250.0,2014-11-21,0,0,16.0,2015-12-13
1973,5640.0,20.615,3,9,1,2,125550.0,2013-10-09,0,2,18.0,2014-09-24
1974,19000.0,14.2104,4,9,0,2,110400.0,2011-01-08,0,0,6.0,2013-12-01
1975,24960.0,8.0982,1,3,1,2,113750.0,2015-04-19,0,0,16.0,2016-01-16
1976,11830.0,13.478,0,2,1,0,53900.0,2015-03-20,1,0,15.0,2015-12-02
1977,33950.0,11.9213,0,5,1,2,80352.0,2015-10-23,0,0,11.0,2016-01-27
1978,28224.0,17.3242,4,3,1,0,55800.0,2015-08-08,0,0,10.0,2016-01-09
1979,4850.0,14.694,0,2,1,0,73789.92,2012-12-12,0,0,8.0,2015-12-05
1980,23184.0,17.3375,4,6,1,2,162450.0,2014-03-09,0,0,22.0,2016-01-03
1981,4465.0,20.6706,3,0,1,0,54450.0,2014-04-10,0,2,15.0,2015-01-04
1982,9800.0,10.9535,1,10,0,2,79900.0,2015-04-12,0,0,31.0,2015-12-05
1983,18360.0,20.5,3,9,1,0,47040.0,2013-12-27,0,2,5.0,2014-11-25
1984,25025.0,24.3334,3,10,1,0,118800.0,2012-07-03,0,0,6.0,2014-12-24
1985,21000.0,12.7309,0,2,1,2,198000.0,2015-03-22,0,0,17.0,2016-01-18
1986,9800.0,17.77,4,10,1,2,120000.0,2012-08-01,0,3,17.0,2015-08-07
1987,11850.0,20.49,3,8,1,2,37200.0,2015-02-26,0,0,11.0,2016-01-23
1988,25480.0,19.5468,3,7,0,0,93000.0,2012-06-01,0,0,20.0,2015-12-21
1989,11880.0,10.0485,1,8,1,1,57230.0,2014-10-21,0,0,7.0,2015-12-16
1990,19600.0,9.5459,1,2,1,2,133000.0,2015-01-16,0,0,20.0,2016-01-20
1991,13860.0,10.8382,1,7,1,2,50220.0,2015-05-20,0,0,15.0,2015-12-16
1992,23760.0,6.1006,2,7,1,0,69300.0,2014-10-24,0,0,11.0,2016-01-22
1993,6016.0,11.44,1,0,0,2,136300.0,2014-12-01,0,3,6.0,2016-01-01
1994,24500.0,6.92,2,9,1,2,94640.0,2015-02-22,0,0,15.0,2015-12-23
1995,12005.0,18.816,4,0,1,2,76475.0,2013-09-14,0,3,11.0,2015-12-09
1996,11640.0,9.2053,1,7,1,0,48500.0,2014-11-04,0,0,14.0,2016-01-12
1997,29700.0,12.4362,0,4,0,0,81880.0,2015-04-19,0,0,9.0,2016-01-01
1998,7728.0,14.8507,0,5,0,2,178200.0,2012-08-09,0,0,12.0,2013-01-13
1999,3960.0,7.1628,2,5,1,2,80000.0,2013-04-02,0,3,17.0,2013-11-06
2000,22800.0,6.752199999999999,2,3,0,0,91080.0,2015-09-17,0,0,21.0,2015-12-27
2001,9300.0,9.0909,1,8,1,2,50600.0,2015-02-13,0,0,18.0,2015-12-26
2002,18400.0,6.6066,2,1,1,2,104625.0,2015-07-16,0,0,6.0,2016-01-14
2003,9936.0,23.52,3,4,1,0,84000.0,2015-05-12,0,0,10.0,2016-01-17
2004,19000.0,8.0982,1,5,1,2,39200.0,2015-08-11,0,0,13.0,2015-12-21
2005,18800.0,9.7902,1,3,0,0,48360.0,2015-04-13,0,0,6.0,2016-01-01
2006,9600.0,14.4936,0,6,0,0,108100.0,2014-04-10,0,0,15.0,2016-01-04
2007,32200.0,15.61,4,8,1,2,161500.0,2015-03-12,0,0,13.0,2016-01-15
2008,14256.0,9.99,1,9,0,1,208550.0,2015-07-10,0,0,18.0,2016-01-03
2009,33950.0,11.6303,0,4,0,2,196000.0,2015-12-13,0,0,10.0,2016-01-24
2010,5346.0,9.7536,1,8,1,2,38916.0,2013-02-19,0,0,4.0,2015-08-09
2011,6768.0,11.6157,1,4,1,0,31680.0,2014-04-04,0,0,14.0,2015-12-16
2012,9700.0,9.8901,1,2,0,0,42300.0,2015-04-26,0,0,13.0,2016-01-11
2013,5520.0,7.189,2,9,1,2,100000.0,2012-12-23,0,0,13.0,2014-12-06
2014,11520.0,17.430899999999998,4,5,0,0,130200.0,2015-12-21,0,0,7.0,2016-01-10
2015,7200.0,10.3306,1,3,0,2,45540.0,2013-11-08,1,3,5.0,2014-05-14
2016,8137.5,11.2994,1,6,1,2,88200.0,2015-07-07,0,3,27.0,2015-12-06
2017,18400.0,23.4,3,7,1,0,164500.0,2013-10-22,0,2,6.0,2016-01-03
2018,9816.0,15.1417,4,6,0,2,58200.0,2015-05-02,0,0,17.0,2016-01-19
2019,17100.0,7.9346,1,5,0,2,54600.0,2015-08-27,0,0,5.0,2016-01-13
2020,10354.75,14.3612,4,3,0,2,47500.0,2014-07-14,0,0,6.0,2016-01-02
2021,4761.0,15.888,4,9,1,0,54600.0,2015-12-19,0,0,9.0,2016-01-01
2022,8232.0,8.811,2,7,1,2,40740.0,2013-12-01,0,0,15.0,2014-05-25
2023,7840.0,20.2,3,10,1,2,50050.0,2014-08-26,0,4,14.0,2014-09-27
2024,7760.0,11.2504,1,9,0,0,59040.0,2010-01-13,0,2,10.0,2012-05-06
2025,5341.0,9.3906,1,7,0,2,79310.4,2015-03-02,0,0,9.0,2016-01-24
2026,7908.75,17.7165,4,3,0,0,50000.0,2013-06-24,0,2,11.0,2016-01-18
2027,21422.5,23.3937,3,4,1,0,61440.0,2013-05-23,0,0,6.0,2014-10-11
2028,11640.0,9.0909,1,3,1,0,65100.0,2015-09-01,0,0,9.0,2016-01-08
2029,16465.75,16.78,0,9,1,2,34717.12,2013-08-17,0,0,16.0,2015-12-05
2030,5880.0,15.4938,0,9,0,2,62400.0,2012-06-22,0,7,13.0,2015-02-26
2031,8536.0,6.6928,2,0,1,2,58410.0,2014-08-09,0,0,9.0,2014-12-05
2032,11160.0,5.2689,2,9,0,0,158100.0,2011-05-12,0,0,16.0,2014-05-20
2033,34650.0,11.8655,1,4,1,1,83556.0,2014-07-15,0,0,15.0,2016-01-26
2034,10450.0,12.1153,1,10,1,0,78400.0,2014-04-21,0,0,10.0,2016-01-16
2035,17820.0,21.49,3,1,1,0,41850.0,2012-09-25,0,0,9.0,2015-12-13
2036,4416.0,7.718800000000001,2,6,0,1,37600.0,2014-06-16,0,0,6.0,2015-09-24
2037,26320.0,12.6635,0,10,1,2,55412.14,2015-08-19,0,0,11.0,2016-01-26
2038,4800.0,6.897,2,9,1,2,35720.0,2015-08-14,0,0,15.0,2015-12-24
2039,4158.0,7.2588,2,3,0,0,36400.0,2015-06-19,0,1,11.0,2016-01-16
2040,22066.5,20.8032,3,2,0,0,51895.0,2015-03-25,0,0,10.0,2015-04-03
2041,18200.0,5.32,2,7,0,2,74400.0,2015-07-20,0,0,13.0,2016-01-08
2042,22320.0,15.4539,0,6,0,2,73500.0,2013-11-15,0,0,21.0,2014-07-19
2043,13968.0,13.478,0,4,1,1,65800.0,2015-07-09,0,0,15.0,2016-01-17
2044,1820.0,6.6928,2,8,1,2,148500.0,2007-07-10,0,0,8.0,2010-07-03
2045,32200.0,7.771,1,4,1,2,232320.0,2015-05-23,0,0,8.0,2016-01-26
2046,7129.5,12.0807,0,8,1,0,41400.0,2014-07-11,0,0,7.0,2015-09-22
2047,19857.5,16.99,4,6,1,2,82450.0,2014-10-19,0,0,11.0,2015-04-26
2048,8280.0,12.2402,1,4,0,1,76800.0,2014-08-08,0,0,31.0,2016-01-12
2049,9400.0,7.9346,1,0,1,1,41850.0,2015-07-23,0,0,9.0,2016-01-17
2050,14100.0,9.99,1,1,0,2,52228.8,2015-10-02,0,0,9.0,2015-12-03
2051,19200.0,24.51,3,3,1,2,90210.0,2014-05-15,0,0,16.0,2016-01-02
2052,29497.5,16.3845,4,9,0,2,72800.0,2015-07-16,0,0,26.0,2015-12-14
2053,1980.0,16.24,0,0,1,0,59800.0,2014-02-15,0,2,13.0,2015-12-13
2054,10890.0,11.7406,1,10,1,0,39130.0,2014-07-02,0,0,9.0,2014-12-01
2055,12127.5,14.3914,0,1,0,0,34299.2,2012-09-03,0,0,13.0,2015-09-10
2056,14100.0,11.5479,0,4,1,0,67890.0,2015-08-01,0,0,16.0,2015-12-09
2057,10920.0,8.9931,1,2,1,2,60450.0,2013-12-27,0,0,8.0,2015-11-19
2058,19800.0,19.0557,3,4,1,2,80750.0,2015-04-03,0,0,8.0,2016-01-18
2059,22400.0,19.4655,3,9,0,0,55440.0,2014-05-19,0,0,12.0,2016-01-20
2060,8924.0,17.846700000000002,3,1,0,0,24570.0,2015-09-19,0,0,9.0,2016-01-11
2061,9600.0,11.4264,1,0,0,0,34920.0,2011-12-15,0,2,16.0,2014-12-24
2062,15980.0,7.4166,2,3,1,2,70560.0,2015-05-10,0,0,13.0,2015-12-01
2063,16560.0,17.4146,4,4,1,2,46500.0,2013-06-22,0,0,15.0,2015-09-15
2064,22649.5,16.1405,4,8,1,0,61100.0,2015-07-11,0,0,20.0,2016-01-17
2065,24250.0,10.659,1,8,1,2,51700.0,2015-12-08,0,0,12.0,2015-09-08
2066,6440.0,7.7259,1,9,1,1,24000.0,2015-12-25,0,3,13.0,2016-01-26
2067,12000.0,10.437,1,10,0,2,54600.0,2011-11-08,0,0,13.0,2014-10-15
2068,19785.75,18.1909,3,10,0,0,70000.0,2015-10-03,0,0,8.0,2016-01-04
2069,10290.0,16.650199999999998,4,5,1,2,47040.0,2013-12-02,0,0,10.0,2015-03-07
2070,3720.0,5.9697000000000005,2,0,0,0,83720.0,2014-03-02,0,0,7.0,2015-12-01
2071,5520.0,7.426,2,9,1,2,59800.0,2013-07-02,0,3,16.0,2014-08-13
2072,14000.0,13.33,0,2,1,0,84000.0,2015-09-13,0,0,23.0,2016-01-04
2073,18240.0,8.8032,1,1,1,2,51700.0,2015-08-09,0,0,16.0,2016-01-13
2074,10000.0,11.514,1,10,1,2,34580.0,2012-09-01,0,2,6.0,2015-10-09
2075,19950.0,16.650199999999998,4,0,1,2,52920.0,2014-07-14,0,0,16.0,2016-01-02
2076,20020.0,11.0074,1,7,0,0,49500.0,2011-12-25,0,0,12.0,2016-01-27
2077,3136.0,16.1568,3,9,0,0,47040.0,2010-10-03,0,0,13.0,2013-11-22
2078,19400.0,17.145599999999998,4,7,1,0,57600.0,2015-09-17,0,0,16.0,2016-01-03
2079,12267.0,17.8752,4,6,0,0,27260.0,2014-09-12,0,0,27.0,2016-01-09
2080,9808.75,23.8392,3,0,0,2,33660.0,2014-07-26,0,0,11.0,2015-10-19
2081,12480.0,7.6533,2,8,0,0,51541.92,2015-08-22,0,0,22.0,2015-12-23
2082,18200.0,18.1727,4,2,1,2,79900.0,2014-02-27,0,0,9.0,2014-07-01
2083,6720.0,7.1799,2,5,0,2,76000.0,2015-04-16,0,3,11.0,2016-01-16
2084,8053.5,14.8295,4,1,1,2,39600.0,2015-07-05,0,0,26.0,2015-12-13
2085,19400.0,11.53,1,8,1,1,107520.0,2015-07-24,0,0,21.0,2015-12-24
2086,33250.0,17.3242,4,1,1,2,69636.84,2015-06-09,0,0,12.0,2016-01-22
2087,9984.0,14.5173,0,8,1,0,49400.0,2014-02-23,0,0,12.0,2015-12-13
2088,12348.0,8.3447,1,2,1,0,40480.0,2014-07-25,0,0,7.0,2016-01-18
2089,18200.0,12.3969,0,1,0,0,70000.0,2015-07-20,0,0,23.0,2016-01-23
2090,8000.0,11.7502,1,4,1,0,46500.0,2014-11-21,0,0,15.0,2016-01-14
2091,12000.0,13.2165,0,3,1,0,77600.0,2010-12-17,0,0,9.0,2011-07-17
2092,19800.0,16.2582,4,0,0,0,46080.0,2014-04-10,0,0,11.0,2015-12-13
2093,24750.0,20.8905,3,1,1,2,77420.0,2015-09-15,0,0,13.0,2016-01-17
2094,1746.0,22.7409,3,0,1,1,88200.0,2013-11-09,0,2,1.0,2014-02-23
2095,10920.0,12.6825,0,8,0,1,44180.0,2014-05-09,0,0,17.0,2015-12-02
2096,5820.0,13.771,0,4,0,2,47000.0,2015-07-10,0,3,17.0,2015-12-10
2097,15200.0,15.9887,4,6,0,2,33600.0,2015-05-07,0,0,7.0,2015-12-15
2098,16830.0,10.659,1,3,0,2,52170.0,2015-12-22,0,0,18.0,2016-01-09
2099,11040.0,6.8908000000000005,2,10,0,2,50050.0,2011-09-26,0,0,17.0,2014-09-16
2100,17820.0,13.8402,0,8,1,2,83300.0,2014-08-01,0,5,8.0,2016-01-24
2101,9400.0,6.6833,2,5,1,2,55440.0,2015-10-16,0,0,10.0,2015-12-15
2102,8820.0,11.0308,1,10,1,2,109740.0,2014-04-24,0,0,12.0,2015-04-20
2103,11760.0,12.7309,0,5,0,0,49500.0,2015-04-04,0,4,14.0,2016-01-06
2104,24250.0,13.68,0,10,1,2,122550.0,2013-08-09,0,0,15.0,2016-01-06
